Code,Name,Country,Exchange,Currency,Type,Isin
SEKEUR,"Swedish Krona/Euro FX Cross Rate",Unknown,FOREX,NA,Currency,
SEKGBP,"Swedish Krona/UK Pound Sterling FX Cross Rate",Unknown,FOREX,NA,Currency,
SEKILS,"Swedish Krona/Israeli Shekel FX Cross Rate",Unknown,FOREX,NA,Currency,
SEKINR,"Swedish Krona/Indian Rupee FX Cross Rate",Unknown,FOREX,NA,Currency,
SEKISK,SEKISK,Unknown,FOREX,NA,Currency,
SEKJPY,"Swedish Krona/Japanese Yen FX Cross Rate",Unknown,FOREX,NA,Currency,
SEKNOK,"Swedish Krona/Norwegian Krone FX Cross Rate",Unknown,FOREX,NA,Currency,
SEKPLN,"Swedish Krona/Polish Zloty FX Cross Rate",Unknown,FOREX,NA,Currency,
SEKUSD,"Swedish Krona/US Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
SEKZAR,SEKZAR,Unknown,FOREX,NA,Currency,
SGD,"US Dollar/Singapore Dollar FX Spot Rate",Unknown,FOREX,NA,Currency,
SGDARS,SGDARS,Unknown,FOREX,NA,Currency,
SGDAUD,"Singapore Dollar/Australian Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
SGDBRL,"Singapore Dollar/Brazilian Real FX Cross Rate",Unknown,FOREX,NA,Currency,
SGDCHF,"Singapore Dollar/Swiss Franc FX Cross Rate",Unknown,FOREX,NA,Currency,
SGDCNH,SGDCNH,Unknown,FOREX,NA,Currency,
SGDCNY,"Singapore Dollar/Chinese Renminbi FX Cross Rate",Unknown,FOREX,NA,Currency,
SGDDKK,"Singapore Dollar/Danish Krone FX Cross Rate",Unknown,FOREX,NA,Currency,
SGDEUR,"Singapore Dollar/Euro FX Cross Rate",Unknown,FOREX,NA,Currency,
SGDGBP,"Singapore Dollar/UK Pound Sterling FX Cross Rate",Unknown,FOREX,NA,Currency,
SGDHKD,"Singapore Dollar/Hong Kong Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
SGDIDR,"Singapore Dollar/Indonesian Rupiah FX Cross Rate",Unknown,FOREX,NA,Currency,
SGDINR,"Singapore Dollar/Indian Rupee FX Cross Rate",Unknown,FOREX,NA,Currency,
SGDJPY,"Singapore Dollar/Japanese Yen FX Cross Rate",Unknown,FOREX,NA,Currency,
SGDKRW,SGDKRW,Unknown,FOREX,NA,Currency,
SGDMXN,"Singapore Dollar/Mexican Peso FX Cross Rate",Unknown,FOREX,NA,Currency,
SGDMYR,"Singapore Dollar/Malaysian Ringgit FX Cross Rate",Unknown,FOREX,NA,Currency,
SGDNZD,"Singapore Dollar/New Zealand Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
SGDPKR,"Singapore Dollar/Pakistani Rupee FX Cross Rate",Unknown,FOREX,NA,Currency,
SGDPLN,SGDPLN,Unknown,FOREX,NA,Currency,
SGDSEK,"Singapore Dollar/Swedish Krona FX Cross Rate",Unknown,FOREX,NA,Currency,
SGDTHB,"Singapore Dollar/Thai Baht FX Cross Rate",Unknown,FOREX,NA,Currency,
SGDTWD,"Singapore Dollar/Taiwan Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
SGDUSD,"Singapore Dollar/US Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
SGDVND,"Singapore Dollar/Vietnam Dong FX Cross Rate",Unknown,FOREX,VND,Currency,
SGDZAR,"Singapore Dollar/South African Rand FX Cross Rate",Unknown,FOREX,NA,Currency,
SLLUSD,SLLUSD,Unknown,FOREX,NA,Currency,
SZLGBP,SZLGBP,Unknown,FOREX,NA,Currency,
SZLUSD,SZLUSD,Unknown,FOREX,NA,Currency,
THB,"US Dollar/Thai Baht FX Spot Rate",Unknown,FOREX,NA,Currency,
THBAUD,"Thai Baht/Australian Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
THBCAD,"Thai Baht/Canadian Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
THBCHF,"Thai Baht/Swiss Franc FX Cross Rate",Unknown,FOREX,NA,Currency,
THBCNY,"Thai Baht/Chinese Renminbi FX Cross Rate",Unknown,FOREX,NA,Currency,
THBEUR,"Thai Baht/Euro FX Cross Rate",Unknown,FOREX,NA,Currency,
THBGBP,"Thai Baht/UK Pound Sterling FX Cross Rate",Unknown,FOREX,NA,Currency,
THBHKD,"Thai Baht/Hong Kong Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
THBIDR,"Thai Baht/Indonesian Rupiah FX Cross Rate",Unknown,FOREX,NA,Currency,
THBINR,"Thai Baht/Indian Rupee FX Cross Rate",Unknown,FOREX,NA,Currency,
THBJPY,"Thai Baht/Japanese Yen FX Cross Rate",Unknown,FOREX,NA,Currency,
THBKRW,"Thai Baht/Korean Won FX Cross Rate",Unknown,FOREX,NA,Currency,
THBMYR,"Thai Baht/Malaysian Ringgit FX Cross Rate",Unknown,FOREX,NA,Currency,
THBNZD,"Thai Baht/New Zealand Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
THBPKR,"Thai Baht/Pakistani Rupee FX Cross Rate",Unknown,FOREX,NA,Currency,
THBSGD,"Thai Baht/Singapore Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
THBTWD,"Thai Baht/Taiwan Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
THBUSD,THBUSD,Unknown,FOREX,NA,Currency,
THBZAR,THBZAR,Unknown,FOREX,NA,Currency,
TNDGBP,TNDGBP,Unknown,FOREX,NA,Currency,
TNDUSD,TNDUSD,Unknown,FOREX,NA,Currency,
TOP,"US Dollar /Tongan pa'anga",Unknown,FOREX,NA,Currency,
TRY,"US Dollar/Turkish Lira FX Spot Rate",Unknown,FOREX,NA,Currency,
TRYCHF,TRYCHF,Unknown,FOREX,NA,Currency,
TRYDKK,"Turkish Lira/Danish Krone FX Cross Rate",Unknown,FOREX,NA,Currency,
TRYEUR,TRYEUR,Unknown,FOREX,NA,Currency,
TRYJPY,"Turkish Lira/Japanese Yen FX Cross Rate",Unknown,FOREX,NA,Currency,
TRYPLN,"Turkish Lira/Polish Zloty FX Cross Rate",Unknown,FOREX,NA,Currency,
TRYUSD,"Turkish Lira/US Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
TRYZAR,TRYZAR,Unknown,FOREX,NA,Currency,
TTDGBP,TTDGBP,Unknown,FOREX,NA,Currency,
TTDUSD,TTDUSD,Unknown,FOREX,NA,Currency,
TWD,"US Dollar/Taiwan Dollar FX Spot Rate",Unknown,FOREX,NA,Currency,
TWDAUD,TWDAUD,Unknown,FOREX,NA,Currency,
TWDCAD,TWDCAD,Unknown,FOREX,NA,Currency,
TWDCHF,TWDCHF,Unknown,FOREX,NA,Currency,
TWDCNY,TWDCNY,Unknown,FOREX,NA,Currency,
TWDEUR,"Taiwan Dollar/Euro FX Cross Rate",Unknown,FOREX,NA,Currency,
TWDGBP,"Taiwan Dollar/UK Pound Sterling FX Cross Rate",Unknown,FOREX,NA,Currency,
TWDHKD,"Taiwan Dollar/Hong Kong Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
TWDIDR,"Taiwan Dollar/Indonesian Rupiah FX Cross Rate",Unknown,FOREX,NA,Currency,
TWDINR,TWDINR,Unknown,FOREX,NA,Currency,
TWDJPY,"Taiwan Dollar/Japanese Yen FX Cross Rate",Unknown,FOREX,NA,Currency,
TWDKRW,TWDKRW,Unknown,FOREX,NA,Currency,
TWDMYR,TWDMYR,Unknown,FOREX,NA,Currency,
TWDNZD,TWDNZD,Unknown,FOREX,NA,Currency,
TWDPKR,TWDPKR,Unknown,FOREX,NA,Currency,
TWDSEK,"Taiwan Dollar/Swedish Krona FX Cross Rate",Unknown,FOREX,NA,Currency,
TWDSGD,"Taiwan Dollar/Singapore Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
TWDTHB,TWDTHB,Unknown,FOREX,NA,Currency,
TWDUSD,TWDUSD,Unknown,FOREX,NA,Currency,
TWDZAR,TWDZAR,Unknown,FOREX,NA,Currency,
UAHUSD,UAHUSD,Unknown,FOREX,NA,Currency,
USD,"US Dollar FX Spot Rate",Unknown,FOREX,NA,Currency,
USDAED,"US Dollar/UAE Dirham FX Spot Rate",Unknown,FOREX,NA,Currency,
USDAFN,USDAFN,Unknown,FOREX,NA,Currency,
USDALL,USDALL,Unknown,FOREX,NA,Currency,
USDAMD,USDAMD,Unknown,FOREX,NA,Currency,
USDARS,"US Dollar/Argentine Peso FX Spot Rate",Unknown,FOREX,NA,Currency,
USDAUD,"US Dollar/Australian Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
USDBDT,USDBDT,Unknown,FOREX,NA,Currency,
USDBGN,USDBGN,Unknown,FOREX,NA,Currency,
USDBHD,"US Dollar/Bahraini Dinar FX Spot Rate",Unknown,FOREX,NA,Currency,
USDBIF,USDBIF,Unknown,FOREX,NA,Currency,
USDBMD,USDBMD,Unknown,FOREX,NA,Currency,
USDBND,"US Dollar/Brunei Dollar FX Spot Rate",Unknown,FOREX,NA,Currency,
USDBOB,USDBOB,Unknown,FOREX,NA,Currency,
USDBRL,USDBRL,Unknown,FOREX,NA,Currency,
USDBWP,USDBWP,Unknown,FOREX,NA,Currency,
USDBYN,"US Dollar Belarusian Ruble",Unknown,FOREX,NA,Currency,
USDBZD,USDBZD,Unknown,FOREX,NA,Currency,
USDCAD,"US Dollar/Canadian Dollar FX Spot Rate",Unknown,FOREX,NA,Currency,
USDCDF,USDCDF,Unknown,FOREX,NA,Currency,
USDCHF,USDCHF,Unknown,FOREX,NA,Currency,
USDCLP,"US Dollar/Chilean Peso FX Spot Rate",Unknown,FOREX,NA,Currency,
USDCNH,USDCNH,Unknown,FOREX,NA,Currency,
USDCNY,"US Dollar/Chinese Renminbi FX Spot Rate",Unknown,FOREX,NA,Currency,
USDCOP,USDCOP,Unknown,FOREX,NA,Currency,
USDCRC,USDCRC,Unknown,FOREX,NA,Currency,
USDCUP,USDCUP,Unknown,FOREX,NA,Currency,
USDCVE,USDCVE,Unknown,FOREX,NA,Currency,
USDCZK,"US Dollar/Czech Koruna FX Spot Rate",Unknown,FOREX,NA,Currency,
USDDJF,USDDJF,Unknown,FOREX,NA,Currency,
USDDKK,"US Dollar/Danish Krone FX Spot Rate",Unknown,FOREX,NA,Currency,
USDDOP,USDDOP,Unknown,FOREX,NA,Currency,
USDDZD,USDDZD,Unknown,FOREX,NA,Currency,
USDEGP,"US Dollar/Egyptian Pound FX Spot Rate",Unknown,FOREX,NA,Currency,
USDETB,USDETB,Unknown,FOREX,NA,Currency,
USDEUR,"US Dollar/Euro FX Cross Rate",Unknown,FOREX,NA,Currency,
USDFJD,USDFJD,Unknown,FOREX,NA,Currency,
USDGBP,"US Dollar/UK Pound Sterling FX Cross Rate",Unknown,FOREX,NA,Currency,
USDGEL,USDGEL,Unknown,FOREX,NA,Currency,
USDGHS,"US Dollar/Ghanian Cedi FX Spot Rate",Unknown,FOREX,NA,Currency,
USDGMD,USDGMD,Unknown,FOREX,NA,Currency,
USDGNF,USDGNF,Unknown,FOREX,NA,Currency,
USDGTQ,USDGTQ,Unknown,FOREX,NA,Currency,
USDHKD,"US Dollar/Hong Kong Dollar FX Spot Rate",Unknown,FOREX,NA,Currency,
USDHNL,USDHNL,Unknown,FOREX,NA,Currency,
USDHRK,USDHRK,Unknown,FOREX,NA,Currency,
USDHTG,USDHTG,Unknown,FOREX,NA,Currency,
USDHUF,"US Dollar/Hungarian Forint FX Spot Rate",Unknown,FOREX,NA,Currency,
USDIDR,"US Dollar/Indonesian Rupiah FX Spot Rate",Unknown,FOREX,NA,Currency,
USDILS,"US Dollar/Israeli Shekel FX Spot Rate",Unknown,FOREX,NA,Currency,
USDINR,"US Dollar/Indian Rupee FX Spot Rate",Unknown,FOREX,NA,Currency,
USDIQD,USDIQD,Unknown,FOREX,NA,Currency,
USDISK,USDISK,Unknown,FOREX,NA,Currency,
USDJOD,USDJOD,Unknown,FOREX,NA,Currency,
USDJPY,"US Dollar/Japanese Yen FX Spot Rate",Unknown,FOREX,NA,Currency,
USDKES,"US Dollar/Kenyan Shilling FX Spot Rate",Unknown,FOREX,NA,Currency,
USDKGS,"US Dollar/Kyrgyzstan som",Unknown,FOREX,NA,Currency,
USDKHR,USDKHR,Unknown,FOREX,NA,Currency,
USDKMF,USDKMF,Unknown,FOREX,NA,Currency,
USDKRW,"US Dollar/Korean Won FX Spot Rate",Unknown,FOREX,NA,Currency,
USDKWD,"US Dollar/Kuwaiti Dinar FX Spot Rate",Unknown,FOREX,NA,Currency,
USDKZT,USDKZT,Unknown,FOREX,NA,Currency,
USDLAK,USDLAK,Unknown,FOREX,NA,Currency,
USDLBP,USDLBP,Unknown,FOREX,NA,Currency,
USDLKR,"US Dollar/Sri Lanka Rupee FX Spot Rate",Unknown,FOREX,NA,Currency,
USDLRD,USDLRD,Unknown,FOREX,NA,Currency,
USDLSL,USDLSL,Unknown,FOREX,NA,Currency,
USDLYD,USDLYD,Unknown,FOREX,NA,Currency,
USDMAD,"US Dollar/Moroccan Dirham FX Spot Rate",Unknown,FOREX,NA,Currency,
USDMDL,USDMDL,Unknown,FOREX,NA,Currency,
USDMKD,USDMKD,Unknown,FOREX,NA,Currency,
USDMMK,USDMMK,Unknown,FOREX,NA,Currency,
USDMOP,USDMOP,Unknown,FOREX,NA,Currency,
USDMUR,USDMUR,Unknown,FOREX,NA,Currency,
USDMVR,USDMVR,Unknown,FOREX,NA,Currency,
USDMWK,USDMWK,Unknown,FOREX,NA,Currency,
USDMXN,"US Dollar/Mexican Peso FX Spot Rate",Unknown,FOREX,NA,Currency,
USDMYR,"US Dollar/Malaysian Ringgit FX Spot Rate",Unknown,FOREX,NA,Currency,
USDNAD,USDNAD,Unknown,FOREX,NA,Currency,
USDNGN,"US Dollar/Nigerian Naira FX Spot Rate",Unknown,FOREX,NA,Currency,
USDNIO,USDNIO,Unknown,FOREX,NA,Currency,
USDNOK,"US Dollar/Norwegian Krone FX Spot Rate",Unknown,FOREX,NA,Currency,
USDNPR,USDNPR,Unknown,FOREX,NA,Currency,
USDNZD,"US Dollar/New Zealand Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
USDOMR,"US Dollar/Omani Rial FX Spot Rate",Unknown,FOREX,NA,Currency,
USDPAB,USDPAB,Unknown,FOREX,NA,Currency,
USDPEN,"US Dollar/Peruvian Sol FX Spot Rate",Unknown,FOREX,NA,Currency,
USDPGK,USDPGK,Unknown,FOREX,NA,Currency,
USDPHP,"US Dollar/Philippine Peso FX Spot Rate",Unknown,FOREX,NA,Currency,
USDPKR,"US Dollar/Pakistani Rupee FX Spot Rate",Unknown,FOREX,NA,Currency,
USDPLN,"US Dollar/Polish Zloty FX Spot Rate",Unknown,FOREX,NA,Currency,
USDPYG,USDPYG,Unknown,FOREX,NA,Currency,
USDQAR,USDQAR,Unknown,FOREX,NA,Currency,
USDRON,USDRON,Unknown,FOREX,NA,Currency,
USDRSD,USDRSD,Unknown,FOREX,NA,Currency,
USDRUB,"US Dollar/Russian Rouble FX Spot Rate",Unknown,FOREX,NA,Currency,
USDRWF,USDRWF,Unknown,FOREX,NA,Currency,
USDSAR,"US Dollar/Saudi Arabian Riyal FX Spot Rate",Unknown,FOREX,NA,Currency,
USDSCR,"US Dollar/Seychelles Rupee FX Spot Rate",Unknown,FOREX,NA,Currency,
USDSEK,"US Dollar/Swedish Krona FX Spot Rate",Unknown,FOREX,NA,Currency,
USDSGD,"US Dollar/Singapore Dollar FX Spot Rate",Unknown,FOREX,NA,Currency,
USDSLL,USDSLL,Unknown,FOREX,NA,Currency,
USDSOS,USDSOS,Unknown,FOREX,NA,Currency,
USDSVC,USDSVC,Unknown,FOREX,NA,Currency,
USDSZL,USDSZL,Unknown,FOREX,NA,Currency,
USDTHB,"US Dollar/Thai Baht FX Spot Rate",Unknown,FOREX,NA,Currency,
USDTND,USDTND,Unknown,FOREX,NA,Currency,
USDTOP,"US Dollar /Tongan pa'anga",Unknown,FOREX,NA,Currency,
USDTRY,USDTRY,Unknown,FOREX,NA,Currency,
USDTWD,"US Dollar/Taiwan Dollar FX Spot Rate",Unknown,FOREX,NA,Currency,
USDTZS,USDTZS,Unknown,FOREX,NA,Currency,
USDUAH,"US Dollar/Ukraine Hryvnia FX Spot Rate",Unknown,FOREX,NA,Currency,
USDUSD,"US Dollar FX Spot Rate",Unknown,FOREX,NA,Currency,
USDUYU,USDUYU,Unknown,FOREX,NA,Currency,
USDUZS,USDUZS,Unknown,FOREX,NA,Currency,
USDVND,"US Dollar/Vietnam Dong FX Spot Rate",Unknown,FOREX,VND,Currency,
USDXAF,USDXAF,Unknown,FOREX,NA,Currency,
USDXOF,USDXOF,Unknown,FOREX,NA,Currency,
USDXPF,"US Dollar/Pacific Franc FX Spot Rate",Unknown,FOREX,NA,Currency,
USDYER,USDYER,Unknown,FOREX,NA,Currency,
USDZAR,"US Dollar/South African Rand FX Spot Rate",Unknown,FOREX,NA,Currency,
UYU,UYU,Unknown,FOREX,NA,Currency,
UYUUSD,UYUUSD,Unknown,FOREX,NA,Currency,
UZSRUB,"Uzbekistani Sum Russian Ruble",Unknown,FOREX,NA,Currency,
VND,"US Dollar/Vietnam Dong FX Spot Rate",Unknown,FOREX,VND,Currency,
VNDEUR,VNDEUR,Unknown,FOREX,NA,Currency,
VNDJPY,"Vietnam Dong/Japanese Yen FX Cross Rate",Unknown,FOREX,NA,Currency,
XAGUSD,XAGUSD,Unknown,FOREX,NA,Currency,
XAUUSD,XAUUSD,Unknown,FOREX,NA,Currency,
XCDGBP,XCDGBP,Unknown,FOREX,NA,Currency,
XDR,XDR,Unknown,FOREX,NA,Currency,
XPDUSD,XPDUSD,Unknown,FOREX,NA,Currency,
XPTUSD,XPTUSD,Unknown,FOREX,GBP,Currency,
YERUSD,YERUSD,Unknown,FOREX,NA,Currency,
ZAC,ZAR,Unknown,FOREX,NA,Currency,
ZAR,"US Dollar/South African Rand FX Spot Rate",Unknown,FOREX,NA,Currency,
ZARAED,"South African Rand/UAE Dirham FX Cross Rate",Unknown,FOREX,NA,Currency,
ZARAUD,"South African Rand/Australian Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
ZARBRL,"South African Rand/Brazilian Real FX Cross Rate",Unknown,FOREX,NA,Currency,
ZARBWP,ZARBWP,Unknown,FOREX,NA,Currency,
ZARCAD,"South African Rand/Canadian Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
ZARCHF,"South African Rand/Swiss Franc FX Cross Rate",Unknown,FOREX,NA,Currency,
ZARCNY,ZARCNY,Unknown,FOREX,NA,Currency,
ZARDKK,"South African Rand/Danish Krone FX Cross Rate",Unknown,FOREX,NA,Currency,
ZAREUR,"South African Rand/Euro FX Cross Rate",Unknown,FOREX,NA,Currency,
ZARGBP,"South African Rand/UK Pound Sterling FX Cross Rate",Unknown,FOREX,NA,Currency,
ZARHKD,"South African Rand/Hong Kong Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
ZARIDR,ZARIDR,Unknown,FOREX,NA,Currency,
ZARINR,ZARINR,Unknown,FOREX,NA,Currency,
ZARJPY,"South African Rand/Japanese Yen FX Cross Rate",Unknown,FOREX,NA,Currency,
ZARKES,ZARKES,Unknown,FOREX,NA,Currency,
ZARKRW,ZARKRW,Unknown,FOREX,NA,Currency,
ZARMXN,"South African Rand/Mexican Peso FX Cross Rate",Unknown,FOREX,NA,Currency,
ZARNOK,"South African Rand/Norwegian Krone FX Cross Rate",Unknown,FOREX,NA,Currency,
ZARNZD,"South African Rand/New Zealand Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
ZARPHP,ZARPHP,Unknown,FOREX,NA,Currency,
ZARPKR,ZARPKR,Unknown,FOREX,NA,Currency,
ZARPLN,"South African Rand/Polish Zloty FX Cross Rate",Unknown,FOREX,NA,Currency,
ZARRUB,"South African Rand Russian Ruble",Unknown,FOREX,NA,Currency,
ZARSEK,"South African Rand/Swedish Krona FX Cross Rate",Unknown,FOREX,NA,Currency,
ZARSGD,"South African Rand/Singapore Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
ZARTHB,ZARTHB,Unknown,FOREX,NA,Currency,
ZARTWD,"South African Rand/Taiwan Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
ZARUSD,"South African Rand/US Dollar FX Cross Rate",Unknown,FOREX,NA,Currency,
